,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,catalyst,ligand
1415,45__PF-06854155____,SCRN_241,00119131-1918,RKB-03620664,HYDROGENATION,Metal Mediated,[CH3:1][C:2]1([O:7][C@@H:6]2[C@@H:5]([C@@H:10]([C:11]([c:13]3[cH:20][c:18]([F:19])[c:16]([F:17])[cH:15][cH:14]3)=[O:12])[O:9][C@H:8]2[n:21]4[c:31]([c:25]5[c:23]([F:24])[cH:22]4)[n:30][cH:29][n:28][c:26]5[Cl:27])[O:4]1)[CH3:3]>>[CH3:1][C:2]1([O:7][C@H:6]([C@@H:5]2[O:4]1)[C@H:8]([n:21]3[c:31]([c:25]4[c:23]([F:24])[cH:22]3)[n:30][cH:29][n:28][c:26]4[Cl:27])[O:9][C@@H:10]2[C@@H:11]([c:13]5[cH:20][c:18]([F:19])[c:16]([F:17])[cH:15][cH:14]5)[OH:12])[CH3:3],PF-06843792,CC1(C)O[C@@H]2[C@H](O[C@H]([C@@H]2O1)n3cc(F)c4c(Cl)ncnc34)[C@H](O)c5ccc(F)c(F)c5,45,225.0,1860700.046875,89.0167496855161,MEK,40.0,18.0,0.25,,,,,,0.125,,,,,C1-358,1.0,PF-06854155,O1[C@H]([C@H]2[C@@H]([C@H]1C(=O)c1cc(c(cc1)F)F)OC(O2)(C)C)n1cc(c2c1ncnc2Cl)F,,,,,,,2.0,MFCD00036152,AcOH,,,,Hydrogenation,C1-358,
1416,45__PF-06760252____,SCRN_258,00707420-0240,RKB-03539042,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:7]2[c:6]([n:10]([CH3:11])[cH:9][c:8]2[C:12]([CH2:26][C:23]([CH3:25])([CH3:24])[N:15]([C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])[CH2:14]3)=[CH:13]3)[n:5][cH:4][c:3]1[N+:27]([O-])=O>>[CH3:1][c:2]1[c:7]2[c:6]([n:10]([CH3:11])[cH:9][c:8]2[CH:12]3[CH2:26][C:23]([CH3:25])([CH3:24])[N:15]([C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])[CH2:14][CH2:13]3)[n:5][cH:4][c:3]1[NH2:27],PF-06811339,Cc1c(N)cnc2c1c(cn2C)C3CCN(C(=O)OC(C)(C)C)C(C)(C)C3,45,,291780.9,2.6,THF,80.0,18.0,0.125,,,,,Ir[COD(Cl)]2,0.25,,,,,"Ir[COD(Cl)]2/(R,R)-DIPAMP",1.0,PF-06760252,c1(cnc2c(c1C)c(cn2C)C1=CCN(C(C1)(C)C)C(OC(C)(C)C)=O)[N+]([O-])=O,,,,,,,,,None,,,,Hydrogenation,Ir[COD(Cl)]2,"Ir[COD(Cl)]2/(R,R)-DIPAMP"
1425,44__PF-06876275____,SCRN_79,00119131-2097,RKB-03666306,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,44,,69249.3,-84.3,DCM,25.0,18.0,0.125,,,,,[Rh(cod)2]BF4,0.25,,,,,(R)-Xylyl-P-Phos,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00011324,HCl,,,,Hydrogenation,[Rh(cod)2]BF4,(R)-Xylyl-P-Phos
1434,43__PF-06876275____,SCRN_79,00119131-2097,RKB-03666307,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,43,,45274.6,-80.7,MeOH,25.0,18.0,0.125,,,,,[Rh(cod)2]BF4,0.25,,,,,(R)-DM-SEGPHOS,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00011324,HCl,,,,Hydrogenation,[Rh(cod)2]BF4,(R)-DM-SEGPHOS
1435,43__PF-06876275____,SCRN_79,00119131-2097,RKB-03666308,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,43,,246143.8,-58.8,DCM,25.0,18.0,0.125,,,,,[Rh(cod)2]BF4,0.25,,,,,R-Josiphos SL-J011-1,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,[Rh(cod)2]BF4,R-Josiphos SL-J011-1
1436,43__PF-06876275____,SCRN_79,00119131-2097,RKB-03666309,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,43,,158594.8,-77.9,DCM,25.0,18.0,0.125,,,,,[Rh(cod)2]BF4,0.25,,,,,Taniaphos SL-T002-1,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,[Rh(cod)2]BF4,Taniaphos SL-T002-1
1437,43__PF-06861930__MFCD00070838__,SCRN_275,00119131-1947,RKB-03634940,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,43,225.0,18629456.0,-7.50075579233231,EtOH,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-311,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,100.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,C1-311,
1440,43__PF-06760252____,SCRN_258,00707420-0240,RKB-03539043,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:7]2[c:6]([n:10]([CH3:11])[cH:9][c:8]2[C:12]([CH2:26][C:23]([CH3:25])([CH3:24])[N:15]([C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])[CH2:14]3)=[CH:13]3)[n:5][cH:4][c:3]1[N+:27]([O-])=O>>[CH3:1][c:2]1[c:7]2[c:6]([n:10]([CH3:11])[cH:9][c:8]2[CH:12]3[CH2:26][C:23]([CH3:25])([CH3:24])[N:15]([C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])[CH2:14][CH2:13]3)[n:5][cH:4][c:3]1[NH2:27],PF-06811339,Cc1c(N)cnc2c1c(cn2C)C3CCN(C(=O)OC(C)(C)C)C(C)(C)C3,43,,103849.2,1.7,THF,80.0,18.0,0.125,,,,,Ir[COD(Cl)]2,0.25,,,,,"Ir[COD(Cl)]2/(R,R)-DIPAMP",1.0,PF-06760252,c1(cnc2c(c1C)c(cn2C)C1=CCN(C(C1)(C)C)C(OC(C)(C)C)=O)[N+]([O-])=O,,,,,,,,MFCD00036152,AcOH,,,,Hydrogenation,Ir[COD(Cl)]2,"Ir[COD(Cl)]2/(R,R)-DIPAMP"
1441,43__PF-06760252____,SCRN_258,00707420-0240,RKB-03539044,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:7]2[c:6]([n:10]([CH3:11])[cH:9][c:8]2[C:12]([CH2:26][C:23]([CH3:25])([CH3:24])[N:15]([C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])[CH2:14]3)=[CH:13]3)[n:5][cH:4][c:3]1[N+:27]([O-])=O>>[CH3:1][c:2]1[c:7]2[c:6]([n:10]([CH3:11])[cH:9][c:8]2[CH:12]3[CH2:26][C:23]([CH3:25])([CH3:24])[N:15]([C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])[CH2:14][CH2:13]3)[n:5][cH:4][c:3]1[NH2:27],PF-06811339,Cc1c(N)cnc2c1c(cn2C)C3CCN(C(=O)OC(C)(C)C)C(C)(C)C3,43,,165580.7,-23.7,IPA,80.0,18.0,0.125,,,,,Ir[COD(Cl)]2,0.25,,,,,"Ir[COD(Cl)]2/(R,R)-DIPAMP",1.0,PF-06760252,c1(cnc2c(c1C)c(cn2C)C1=CCN(C(C1)(C)C)C(OC(C)(C)C)=O)[N+]([O-])=O,,,,,,,,MFCD00036152,AcOH,,,,Hydrogenation,Ir[COD(Cl)]2,"Ir[COD(Cl)]2/(R,R)-DIPAMP"
1442,43__PF-06760252____,SCRN_258,00707420-0240,RKB-03539045,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:7]2[c:6]([n:10]([CH3:11])[cH:9][c:8]2[C:12]([CH2:26][C:23]([CH3:25])([CH3:24])[N:15]([C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])[CH2:14]3)=[CH:13]3)[n:5][cH:4][c:3]1[N+:27]([O-])=O>>[CH3:1][c:2]1[c:7]2[c:6]([n:10]([CH3:11])[cH:9][c:8]2[CH:12]3[CH2:26][C:23]([CH3:25])([CH3:24])[N:15]([C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])[CH2:14][CH2:13]3)[n:5][cH:4][c:3]1[NH2:27],PF-06811339,Cc1c(N)cnc2c1c(cn2C)C3CCN(C(=O)OC(C)(C)C)C(C)(C)C3,43,,1152353.1,84.8,IPA,80.0,18.0,0.125,,,,,Ir[COD(Cl)]2,0.25,,,,,"Ir[COD(Cl)]2/(R,R)-DIPAMP",1.0,PF-06760252,c1(cnc2c(c1C)c(cn2C)C1=CCN(C(C1)(C)C)C(OC(C)(C)C)=O)[N+]([O-])=O,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,Ir[COD(Cl)]2,"Ir[COD(Cl)]2/(R,R)-DIPAMP"
1445,43__MFCD00671763__MFCD00070838__,SCRN_144,00119131-2036,RKB-03657149,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[c:9]([C:10]([CH3:12])=[O:11])[cH:8][c:6]([F:7])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[c:9]([C@H:10]([OH:11])[CH3:12])[cH:8][c:6]([F:7])[cH:5][cH:4]1,PF-05085558,COc1ccc(F)cc1[C@@H](C)O,43,,2289748.0,42.3987814379573,IPA,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-361,1.0,MFCD00671763,c1(c(ccc(c1)F)OC)C(C)=O,100.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,C1-361,
1446,43__MFCD00671763__MFCD00013103__,SCRN_144,00119131-2036,RKB-03657150,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[c:9]([C:10]([CH3:12])=[O:11])[cH:8][c:6]([F:7])[cH:5][cH:4]1.N.OC=O>>[CH3:1][O:2][c:3]1[c:9]([C@H:10]([OH:11])[CH3:12])[cH:8][c:6]([F:7])[cH:5][cH:4]1,PF-05085558,COc1ccc(F)cc1[C@@H](C)O,43,,38792.953125,4.61689844603693,THF,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-318,1.0,MFCD00671763,c1(c(ccc(c1)F)OC)C(C)=O,10.0,MFCD00013103,C(O)=O.N,,,,,,None,,,,Hydrogenation,C1-318,
1447,43__MFCD00671763__MFCD00013103__,SCRN_144,00119131-2036,RKB-03657151,HYDROGENATION,Metal Mediated,N.OC=O.[CH3:1][O:2][c:3]1[c:9]([C:10]([CH3:12])=[O:11])[cH:8][c:6]([F:7])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[c:9]([C@@H:10]([OH:11])[CH3:12])[cH:8][c:6]([F:7])[cH:5][cH:4]1,PF-05082279,COc1ccc(F)cc1[C@H](C)O,43,,1901347.1875,-0.395150740979588,THF,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-304,1.0,MFCD00671763,c1(c(ccc(c1)F)OC)C(C)=O,10.0,MFCD00013103,C(O)=O.N,,,,,,None,,,,Hydrogenation,C1-304,
1448,43__MFCD00671763__MFCD00013103__,SCRN_144,00119131-2036,RKB-03657152,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[c:9]([C:10]([CH3:12])=[O:11])[cH:8][c:6]([F:7])[cH:5][cH:4]1.N.OC=O>>[CH3:1][O:2][c:3]1[c:9]([C@@H:10]([OH:11])[CH3:12])[cH:8][c:6]([F:7])[cH:5][cH:4]1,PF-05082279,COc1ccc(F)cc1[C@H](C)O,43,,1915794.25,-8.80401170428403,THF,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-314,1.0,MFCD00671763,c1(c(ccc(c1)F)OC)C(C)=O,10.0,MFCD00013103,C(O)=O.N,,,,,,None,,,,Hydrogenation,C1-314,
1451,42__PF-06925979____,SCRN_211,00119131-2304,RKB-03715177,HYDROGENATION,Metal Mediated,[NH2:1][c:2]1[c:8]([C:9]([c:11]2[cH:16][cH:15][cH:14][cH:13][cH:12]2)=[CH2:10])[cH:7][c:5]([Cl:6])[n:4][n:3]1>>[CH3:10][CH:9]([c:8]1[c:2]([NH2:1])[n:3][n:4][c:5]([Cl:6])[cH:7]1)[c:11]2[cH:16][cH:15][cH:14][cH:13][cH:12]2,PF-06939940,CC(c1ccccc1)c2cc(Cl)nnc2N,42,,33155.8,4.7,DCE,,,0.125,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD01311709,c1(c2c(P(c3ccc(cc3)C)c3ccc(cc3)C)ccc3c2cccc3)c(P(c2ccc(cc2)C)c2ccc(cc2)C)ccc2c1cccc2,[Ir(COD)Cl]2,0.25,MFCD01311709,c1(c2c(P(c3ccc(cc3)C)c3ccc(cc3)C)ccc3c2cccc3)c(P(c2ccc(cc2)C)c2ccc(cc2)C)ccc2c1cccc2,,,(R)-(+)-TolBINAP,,PF-06925979,c1(cc(c(nn1)N)C(c1ccccc1)=C)Cl,,,,,,,,,,0.02,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],c1(c2c(P(c3ccc(cc3)C)c3ccc(cc3)C)ccc3c2cccc3)c(P(c2ccc(cc2)C)c2ccc(cc2)C)ccc2c1cccc2
1454,42__PF-06876275____,SCRN_79,00119131-2097,RKB-03666313,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,42,,226533.9,-81.2,DCM,25.0,18.0,0.125,,,,,Ir-93,0.25,,,,,(R)-(+)-XylBINAP,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00011324,HCl,,,,Hydrogenation,Ir-93,(R)-(+)-XylBINAP
1457,42__PF-06854313____,SCRN_233,00119131-1830,RKB-03613549,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:37][c:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[c:6]([CH2:7][N:8]3[C:26](=[O:27])[c:25]([c:11]4[CH2:10][CH2:9]3)[c:23]([Cl:24])[c:15]([C:16]([C@H:18]5[CH2:22][O:21][CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:37][c:28]([O:29][CH2:30][c:31]2[cH:36][cH:35][cH:34][cH:33][cH:32]2)[c:6]([CH2:7][N:8]3[C:26](=[O:27])[c:25]([c:11]4[CH2:10][CH2:9]3)[c:23]([Cl:24])[c:15]([C:16]([C@H:18]5[CH2:22][O:21][CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06854313,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)[C@@H]4CCOC4)c(Cl)c3C2=O)c(OCc5ccccc5)n1,42,,355610.9609375,-51.6850214847014,MeOH,80.0,18.0,0.25,,,,,[Rh(cod)2]BF4,0.5,,,,,WalphosSL-W008-1,1.0,PF-06854313,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C([C@@H]1CCOC1)=O,,,,,,,,,,,,,Hydrogenation,[Rh(cod)2]BF4,WalphosSL-W008-1
1459,42__MFCD22370994____,SCRN_54,00119131-2631,RKB-03977041,HYDROGENATION,Metal Mediated,[CH2:1]=[C:2]1[c:12]([c:7]2[C:5](=[O:6])[NH:4][CH2:3]1)[cH:11][cH:10][cH:9][cH:8]2>>[CH3:1][CH:2]1[c:12]([c:7]2[C:5](=[O:6])[NH:4][CH2:3]1)[cH:11][cH:10][cH:9][cH:8]2,PF-07087036,CC1CNC(=O)c2ccccc12,42,230.0,5691219.0,-13.9960437298231,DCE/Propylene Carbonate 2:1,20.0,18.0,0.125,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],MFCD05863546,c1([P@@](c2ccccc2)CC[P@@](c2c(cccc2)OC)c2ccccc2)c(cccc1)OC,[Ir(COD)Cl]2,0.25,MFCD05863546,c1([P@@](c2ccccc2)CC[P@@](c2c(cccc2)OC)c2ccccc2)c(cccc1)OC,,,"(R,R)-DIPAMP",1.0,MFCD22370994,c12c(C(NCC1=C)=O)cccc2,,,,,,,,,,0.02,,,Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],c1([P@@](c2ccccc2)CC[P@@](c2c(cccc2)OC)c2ccccc2)c(cccc1)OC
1460,42__MFCD00671763__MFCD00070838__,SCRN_144,00119131-2036,RKB-03657153,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[c:9]([C:10]([CH3:12])=[O:11])[cH:8][c:6]([F:7])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[c:9]([C@H:10]([OH:11])[CH3:12])[cH:8][c:6]([F:7])[cH:5][cH:4]1,PF-05085558,COc1ccc(F)cc1[C@@H](C)O,42,,2146655.125,31.9703834587776,IPA,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-300,1.0,MFCD00671763,c1(c(ccc(c1)F)OC)C(C)=O,100.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,C1-300,
1461,41__PF-07212422____,SCRN_208,00119131-2913,RKB-04060024,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([CH2:7][CH:6]=[C:5]([O:8][Si:9]([C:12]([CH3:15])([CH3:14])[CH3:13])([CH3:11])[CH3:10])[CH2:4]1)=[CH:3]1>>[CH3:1][C@@H:2]1[CH2:7][CH:6]=[C:5]([O:8][Si:9]([C:12]([CH3:15])([CH3:14])[CH3:13])([CH3:11])[CH3:10])[CH2:4][CH2:3]1,PF-07222544,C[C@H]1CCC(=CC1)O[Si](C)(C)C(C)(C)C,41,,2925489.875,-0.513036789070796,"±,±,±-Trifluorotoluene",25.0,18.0,0.0625,MFCD00012414,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],,,[Ir(COD)Cl]2,0.125,MFCD01863573,C1(C(C2=N[C@@H](CO2)Cc2ccccc2)(C)C)=N[C@@H](CO1)Cc1ccccc1,,,Box Ligand 13,1.0,PF-07212422,C1C=C(CC=C1O[Si](C)(C)C(C)(C)C)C,,,,,,,,,,0.1,MFCD00036295,1M K3PO4(aq.),Hydrogenation,C1CC=CCCC=C1.C1CC=CCCC=C1.Cl[Ir].Cl[Ir],C1(C(C2=N[C@@H](CO2)Cc2ccccc2)(C)C)=N[C@@H](CO1)Cc1ccccc1
1466,41__PF-06861930__MFCD00070838__,SCRN_275,00119131-1947,RKB-03634941,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7]\[N:8]=[C:9](\[c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)/[CH3:10])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:18][cH:17][c:6]([CH2:7][NH:8][CH:9]([c:11]2[n:16][cH:15][cH:14][n:13][cH:12]2)[CH3:10])[cH:5][cH:4]1,PF-06868717,COc1ccc(CNC(C)c2cnccn2)cc1,41,225.0,17800300.0,5.69483660387746,EtOH,50.0,18.0,0.25,,,,,,0.0625,,,,,C1-300,1.0,PF-06861930,c1nccnc1C(=NCc1ccc(cc1)OC)C,100.0,MFCD00070838,,,,,,,None,,,,Hydrogenation,C1-300,
