"","yie_react","SCREEN_ID","NOTEBOOK_ID","REACTION_ID","KeyWord_STD","ReactionGroup","RXN_SMILES","PCAT_CMPD_ID","PRODUCT_STRUCTURE","Product_Yield_PCT_Area_UV","Product_UV_Analysis_Wavelength_nm","Product_Yield_Mass_Ion_Count","Product_Selectivity","Solvent_1_Name","Reaction_T","Reaction_Time_hrs","Catalyst_1_eq","Catalyst_1_ID.1.","catalyst_1_ID_1_SMILES","Catalyst_1_ID.2.","catalyst_1_ID_2_SMILES","Catalyst_1_Short_Hand","Catalyst_2_eq","Catalyst_2_ID.1.","catalyst_2_ID_1_SMILES","Catalyst_2_ID.2.","catalyst_2_ID_2_SMILES","Catalyst_2_Short_Hand","Reactant_1_eq","Reactant_1_ID","Reactant_1_SMILES","Reactant_2_eq","Reactant_2_ID","reactant_2_SMILES","Reactant_3_eq","Reactant_3_ID","reactant_3_SMILES","Reagent_1_eq","Reagent_1_ID","Reagent_1_Short_Hand","Reagent_2_eq","Reagent_2_ID","Reagent_2_Short_Hand","ReactionClass","react_1_canon","react_2_canon","halide","nuc","catalyst","ligand"
"1084","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953818","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,5359.888671875,"","Dioxane",110,18,NA,"","","MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O","",0.0625,"MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",NA,NA,"3G OMs BrettPhos",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00145113","P2-Et",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",""
"1085","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953819","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([CH2:8][OH:9])=[O:7])([CH3:4])[CH3:3].[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13](Br)[cH:12]1>>[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13]([O:9][CH2:8][C:6]([O:5][C:2]([CH3:4])([CH3:3])[CH3:1])=[O:7])[cH:12]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,449118.59375,"","Dioxane",110,18,NA,"","","","","",0.0625,"MFCD25976528","c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C",NA,NA,"tBuBrettPhos  Pd G3",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00145113","P2-Et",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C",""
"1086","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953820","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,7419.044921875,"","Dioxane",110,18,NA,"","","MFCD28411658","C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O","",0.0625,"MFCD28411658","C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O",NA,NA,"Xantphos Pd G4",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00145113","P2-Et",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O",""
"1087","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953821","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,5072.99755859375,"","t-AmOH",110,18,0.0625,"MFCD00013481","C(COC)OC.[Ni](Cl)Cl","MFCD07369796","[N+]1(=CN(c2c(C(C)C)cccc2C(C)C)CC1)c1c(C(C)C)cccc1C(C)C.[Cl-]","NiCl2.DME",0.125,"MFCD07369796","[N+]1(=CN(c2c(C(C)C)cccc2C(C)C)CC1)c1c(C(C)C)cccc1C(C)C.[Cl-]",NA,NA,"SIPr·HCl NHC",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00145113","P2-Et",0.55,"MFCD00966985","Ph(Bpin)","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C(COC)OC.[Ni](Cl)Cl","[N+]1(=CN(c2c(C(C)C)cccc2C(C)C)CC1)c1c(C(C)C)cccc1C(C)C.[Cl-]"
"1088","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953822","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([CH2:8][OH:9])=[O:7])([CH3:4])[CH3:3].[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13](Br)[cH:12]1>>[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13]([O:9][CH2:8][C:6]([O:5][C:2]([CH3:4])([CH3:3])[CH3:1])=[O:7])[cH:12]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,4478.99267578125,"","Toluene",110,18,0.0625,"MFCD00013481","C(COC)OC.[Ni](Cl)Cl","MFCD07369796","[N+]1(=CN(c2c(C(C)C)cccc2C(C)C)CC1)c1c(C(C)C)cccc1C(C)C.[Cl-]","NiCl2.DME",0.125,"MFCD07369796","[N+]1(=CN(c2c(C(C)C)cccc2C(C)C)CC1)c1c(C(C)C)cccc1C(C)C.[Cl-]",NA,NA,"SIPr·HCl NHC",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",0.55,"MFCD00966985","Ph(Bpin)","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C(COC)OC.[Ni](Cl)Cl","[N+]1(=CN(c2c(C(C)C)cccc2C(C)C)CC1)c1c(C(C)C)cccc1C(C)C.[Cl-]"
"1089","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953823","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,57899.96875,"","Toluene",110,18,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD06798301","c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C","Pd(OAc)2",0.125,"MFCD06798301","c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C",NA,NA,"Pd(OAc)2/cataCXium POMetB",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C(O[Pd]OC(C)=O)(C)=O","c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C"
"1090","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953824","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,3739.12133789063,"","Toluene",110,18,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC","Pd(OAc)2",0.125,"MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC",NA,NA,"Pd(OAc)2/cataCXium A",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C(O[Pd]OC(C)=O)(C)=O","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC"
"1091","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953825","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,944906.875,"","Toluene",110,18,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD09038440","c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1","Pd(OAc)2",0.125,"MFCD09038440","c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1",NA,NA,"Pd(OAc)2/BiPyPhos",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C(O[Pd]OC(C)=O)(C)=O","c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1"
"1092","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953826","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,36419.79296875,"","Toluene",110,18,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1","Pd(OAc)2",0.125,"MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1",NA,NA,"Pd(OAc)2/R-Josiphos SL-J009-1",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C(O[Pd]OC(C)=O)(C)=O","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1"
"1093","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953827","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([CH2:8][OH:9])=[O:7])([CH3:4])[CH3:3].[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13](Br)[cH:12]1>>[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13]([O:9][CH2:8][C:6]([O:5][C:2]([CH3:4])([CH3:3])[CH3:1])=[O:7])[cH:12]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,21749.466796875,"","Toluene",110,18,NA,"","C(O[Pd]OC(C)=O)(C)=O","MFCD00010805","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2","",0.125,"MFCD00010805","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2",NA,NA,"Pd(OAc)2/BINAP",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C(O[Pd]OC(C)=O)(C)=O","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2"
"1094","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953828","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,17122.8828125,"","Toluene",110,18,NA,"","","MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]","",0.0625,"MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",NA,NA,"SK-CC02-A",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",""
"1095","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953829","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,21232.73828125,"","Toluene",110,18,NA,"","","MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C","",0.0625,"MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",NA,NA,"Pd(P(tBu)3)2",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",""
"1096","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953830","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([CH2:8][OH:9])=[O:7])([CH3:4])[CH3:3].[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13](Br)[cH:12]1>>[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13]([O:9][CH2:8][C:6]([O:5][C:2]([CH3:4])([CH3:3])[CH3:1])=[O:7])[cH:12]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,363562.40625,"","Toluene",110,18,NA,"","","MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O","",0.0625,"MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",NA,NA,"3G OMs BrettPhos",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",""
"1097","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953831","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,3768301.25,"","Toluene",110,18,NA,"","","","","",0.0625,"MFCD25976528","c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C",NA,NA,"tBuBrettPhos  Pd G3",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C",""
"1098","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953832","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,15410.26953125,"","Toluene",110,18,NA,"","","MFCD28411658","C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O","",0.0625,"MFCD28411658","C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O",NA,NA,"Xantphos Pd G4",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O",""
"1099","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953833","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([CH2:8][OH:9])=[O:7])([CH3:4])[CH3:3].[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13](Br)[cH:12]1>>[CH3:10][c:11]1[n:16][n:14]([CH3:15])[c:13]([O:9][CH2:8][C:6]([O:5][C:2]([CH3:4])([CH3:3])[CH3:1])=[O:7])[cH:12]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,19984.00390625,"","Toluene",110,18,0.0625,"MFCD00013481","C(COC)OC.[Ni](Cl)Cl","MFCD07369796","[N+]1(=CN(c2c(C(C)C)cccc2C(C)C)CC1)c1c(C(C)C)cccc1C(C)C.[Cl-]","NiCl2.DME",0.125,"MFCD07369796","[N+]1(=CN(c2c(C(C)C)cccc2C(C)C)CC1)c1c(C(C)C)cccc1C(C)C.[Cl-]",NA,NA,"SIPr·HCl NHC",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00003528","NaHCO3",0.55,"MFCD00966985","Ph(Bpin)","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","C(COC)OC.[Ni](Cl)Cl","[N+]1(=CN(c2c(C(C)C)cccc2C(C)C)CC1)c1c(C(C)C)cccc1C(C)C.[Cl-]"
"1100","0__PF-06893004__MFCD03452739__","SCRN_108","00119131-2560","RKB-03953834","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4](Br)[cH:3]1.[CH3:8][C:9]([O:12][C:13]([CH2:15][OH:16])=[O:14])([CH3:11])[CH3:10]>>[CH3:1][c:2]1[n:7][n:5]([CH3:6])[c:4]([O:16][CH2:15][C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[cH:3]1","PF-07075257","Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1",0,NA,6198.3515625,"","Toluene",110,18,NA,"","","MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C","",0.0625,"MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",NA,NA,"Pd(P(tBu)3)2",1,"PF-06893004","n1(c(cc(n1)C)Br)C",2,"MFCD03452739","C(OC(CO)=O)(C)(C)C",NA,NA,NA,2,"MFCD00003528","NaHCO3",NA,"","","Pd coupling","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","Cc1cc(Br)n(C)n1","CC(C)(C)OC(=O)CO","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",""
