,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,react_1_canon,react_2_canon,halide,nuc,catalyst,ligand
298,2__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931952,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,2,225.0,12439740.0,,Dioxane,100.0,18.0,0.05,,,MFCD00064318,C([C@@H]1CCCN1)(O)=O,,0.25,MFCD00064318,C([C@@H]1CCCN1)(O)=O,,,L-Proline,1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,[Cu]I,C([C@@H]1CCCN1)(O)=O
299,2__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931953,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([CH:6](Br)[F:7])=[O:5].OB([c:8]1[cH:13][cH:12][c:11]([c:14]2[cH:19][n:18][cH:17][cH:16][cH:15]2)[cH:10][cH:9]1)O>>[CH3:1][CH2:2][O:3][C:4]([CH:6]([c:8]1[cH:13][cH:12][c:11]([c:14]2[cH:19][n:18][cH:17][cH:16][cH:15]2)[cH:10][cH:9]1)[F:7])=[O:5],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,2,225.0,12220313.0,,Dioxane,100.0,18.0,0.05,,,PF-01463307,C(c1ccccc1)(c1ccccc1)NC(C(Nc1c(cccc1C(C)C)C(C)C)=O)=O,,0.25,PF-01463307,C(c1ccccc1)(c1ccccc1)NC(C(Nc1c(cccc1C(C)C)C(C)C)=O)=O,,,PF-01463307,1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,[Cu]I,C(c1ccccc1)(c1ccccc1)NC(C(Nc1c(cccc1C(C)C)C(C)C)=O)=O
300,2__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931954,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,2,225.0,13371667.0,,Dioxane,100.0,18.0,0.05,,,MFCD00671527,N([C@H]1[C@H](NC)CCCC1)C,,0.25,MFCD00671527,N([C@H]1[C@H](NC)CCCC1)C,,,DMCyHDiA,1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,[Cu]I,N([C@H]1[C@H](NC)CCCC1)C
301,2__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931955,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,2,225.0,18524714.0,,Dioxane,100.0,18.0,0.05,,,MFCD00011678,c12c3c(ccc1cccn2)cccn3,,0.25,MFCD00011678,c12c3c(ccc1cccn2)cccn3,,,Phen,1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,[Cu]I,c12c3c(ccc1cccn2)cccn3
302,2__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931956,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,2,225.0,12604552.0,,Dioxane,100.0,18.0,0.05,,,,,,0.25,MFCD13249723,c1c(nc(cc1)CNC)CNC,,,"Py-2,6-(CH2NHMe)2",1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,[Cu]I,c1c(nc(cc1)CNC)CNC
303,2__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931957,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,2,225.0,12188501.0,,Dioxane,100.0,18.0,0.05,,,MFCD00134224,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,,0.25,MFCD00134224,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,,,Phen.CuCl2,1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,
304,2__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931958,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([CH:6](Br)[F:7])=[O:5].OB([c:8]1[cH:13][cH:12][c:11]([c:14]2[cH:19][n:18][cH:17][cH:16][cH:15]2)[cH:10][cH:9]1)O>>[CH3:1][CH2:2][O:3][C:4]([CH:6]([c:8]1[cH:13][cH:12][c:11]([c:14]2[cH:19][n:18][cH:17][cH:16][cH:15]2)[cH:10][cH:9]1)[F:7])=[O:5],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,2,225.0,10147291.0,,Dioxane,100.0,18.0,0.05,,,MFCD00004283,C(CN(C)C)(O)=O,,0.25,MFCD00004283,C(CN(C)C)(O)=O,,,Me2Gly,1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,[Cu]I,C(CN(C)C)(O)=O
305,2__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931959,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,2,225.0,10532147.0,,Dioxane,100.0,18.0,0.05,,,,,,0.25,PF-05272378,C1C[C@@H]([C@H](CC1)N=Cc1ccccn1)N=Cc1ccccn1,,,PF-05272378,1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,[Cu]I,C1C[C@@H]([C@H](CC1)N=Cc1ccccn1)N=Cc1ccccn1
306,2__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931960,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,2,225.0,11697351.0,,Dioxane,100.0,18.0,0.05,,,MFCD01863731,c1(c2cc(ccn2)C(C)(C)C)cc(ccn1)C(C)(C)C,,0.25,MFCD01863731,c1(c2cc(ccn2)C(C)(C)C)cc(ccn1)C(C)(C)C,,,dtbbpy,1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,[Cu]I,c1(c2cc(ccn2)C(C)(C)C)cc(ccn1)C(C)(C)C
307,19__PF-01041290__MFCD00001053__,SCRN_132,00119131-2482,RKB-03810249,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][nH:8][cH:7]1)=[O:5].[Cl:12][c:13]1[cH:18][cH:17][c:16](I)[cH:15][cH:14]1>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][n:8]([c:16]2[cH:17][cH:18][c:13]([Cl:12])[cH:14][cH:15]2)[cH:7]1)=[O:5],PF-03148214,CCOC(=O)c1cn(nc1O)c2ccc(Cl)cc2,19,280.0,463022.4375,44.7440249588337,Dioxane,110.0,18.0,0.25,MFCD00010978,[Cu]I,MFCD00671527,N([C@H]1[C@H](NC)CCCC1)C,CuI,0.25,MFCD00671527,N([C@H]1[C@H](NC)CCCC1)C,,,DMCyHDiA,1.0,PF-01041290,c1(c(n[nH]c1)O)C(OCC)=O,2.0,MFCD00001053,c1(ccc(cc1)I)Cl,,,,5.0,MFCD00011382,K2CO3,,,,Cu coupling,CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,Clc1ccc(I)cc1,CCOC(=O)c1c[nH]nc1O,[Cu]I,N([C@H]1[C@H](NC)CCCC1)C
308,19__PF-01041290__MFCD00001053__,SCRN_132,00119131-2482,RKB-03810250,ULLMANN,Metal Mediated,[Cl:1][c:2]1[cH:7][cH:6][c:5](I)[cH:4][cH:3]1.[CH3:8][CH2:9][O:10][C:11]([c:13]1[c:17]([OH:18])[n:16][nH:15][cH:14]1)=[O:12]>>[CH3:8][CH2:9][O:10][C:11]([c:13]1[c:17]([OH:18])[n:16][n:15]([c:5]2[cH:6][cH:7][c:2]([Cl:1])[cH:3][cH:4]2)[cH:14]1)=[O:12],PF-03148214,CCOC(=O)c1cn(nc1O)c2ccc(Cl)cc2,19,280.0,70977.171875,100.0,Dioxane,110.0,18.0,0.25,MFCD00010978,[Cu]I,CP-692638,c12c(cc(cc1)CNC(C(Nc1c(cc(cc1C)C)C)=O)=O)OCO2,CuI,0.25,CP-692638,c12c(cc(cc1)CNC(C(Nc1c(cc(cc1C)C)C)=O)=O)OCO2,,,CP-692638,1.0,PF-01041290,c1(c(n[nH]c1)O)C(OCC)=O,2.0,MFCD00001053,c1(ccc(cc1)I)Cl,,,,5.0,MFCD00011382,K2CO3,,,,Cu coupling,CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,Clc1ccc(I)cc1,CCOC(=O)c1c[nH]nc1O,[Cu]I,c12c(cc(cc1)CNC(C(Nc1c(cc(cc1C)C)C)=O)=O)OCO2
309,19__PF-01041290__MFCD00001053__,SCRN_132,00119131-2482,RKB-03810251,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][nH:8][cH:7]1)=[O:5].[Cl:12][c:13]1[cH:18][cH:17][c:16](I)[cH:15][cH:14]1>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][n:8]([c:16]2[cH:17][cH:18][c:13]([Cl:12])[cH:14][cH:15]2)[cH:7]1)=[O:5],PF-03148214,CCOC(=O)c1cn(nc1O)c2ccc(Cl)cc2,19,280.0,598711.640625,70.813573781932,Dioxane,110.0,18.0,0.25,MFCD00010978,[Cu]I,MFCD00006212,c1(c2ccccn2)ccccn1,CuI,0.25,MFCD00006212,c1(c2ccccn2)ccccn1,,,"2,2'-Bipyridyl",1.0,PF-01041290,c1(c(n[nH]c1)O)C(OCC)=O,2.0,MFCD00001053,c1(ccc(cc1)I)Cl,,,,5.0,MFCD00011382,K2CO3,,,,Cu coupling,CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,Clc1ccc(I)cc1,CCOC(=O)c1c[nH]nc1O,[Cu]I,c1(c2ccccn2)ccccn1
310,18__PF-01041290__MFCD00001053__,SCRN_132,00119131-2482,RKB-03810252,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][nH:8][cH:7]1)=[O:5].[Cl:12][c:13]1[cH:18][cH:17][c:16](I)[cH:15][cH:14]1>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][n:8]([c:16]2[cH:17][cH:18][c:13]([Cl:12])[cH:14][cH:15]2)[cH:7]1)=[O:5],PF-03148214,CCOC(=O)c1cn(nc1O)c2ccc(Cl)cc2,18,280.0,1439852.3125,31.305506723628,DMF,110.0,18.0,0.25,MFCD00010978,[Cu]I,MFCD00005219,c1(C(O)=O)ccc[nH]1,CuI,0.25,MFCD00005219,c1(C(O)=O)ccc[nH]1,,,Pyrrole-2-carboxylic acid,1.0,PF-01041290,c1(c(n[nH]c1)O)C(OCC)=O,2.0,MFCD00001053,c1(ccc(cc1)I)Cl,,,,5.0,MFCD00011382,K2CO3,,,,Cu coupling,CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,Clc1ccc(I)cc1,CCOC(=O)c1c[nH]nc1O,[Cu]I,c1(C(O)=O)ccc[nH]1
311,18__MFCD00093311__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931930,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][cH:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][cH:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062728,CCOC(=O)C(F)c1ccc(cc1)c2ccccc2,18,225.0,38324028.6,,Dioxane,100.0,18.0,0.05,,,MFCD00014876,N(CCN(C)C)(CCN(C)C)C,,0.25,MFCD00014876,N(CCN(C)C)(CCN(C)C)C,,,PMDETA,1.0,MFCD00093311,c1(c2ccccc2)ccc(cc1)B(O)O,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2ccccc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2ccccc2)cc1,[Cu]I,N(CCN(C)C)(CCN(C)C)C
312,17__PF-01041290__MFCD00001053__,SCRN_132,00119131-2482,RKB-03810253,ULLMANN,Metal Mediated,[Cl:1][c:2]1[cH:7][cH:6][c:5](I)[cH:4][cH:3]1.[CH3:8][CH2:9][O:10][C:11]([c:13]1[c:17]([OH:18])[n:16][nH:15][cH:14]1)=[O:12]>>[CH3:8][CH2:9][O:10][C:11]([c:13]1[c:17]([OH:18])[n:16][n:15]([c:5]2[cH:6][cH:7][c:2]([Cl:1])[cH:3][cH:4]2)[cH:14]1)=[O:12],PF-03148214,CCOC(=O)c1cn(nc1O)c2ccc(Cl)cc2,17,280.0,498323.88671875,81.5335415600021,Dioxane,110.0,18.0,0.25,MFCD00010978,[Cu]I,MFCD00192008,c12c3c(ccc1cccn2)cccn3.[Pd](Cl)Cl,CuI,0.25,MFCD00192008,c12c3c(ccc1cccn2)cccn3.[Pd](Cl)Cl,,,Phen.PdCl2,1.0,PF-01041290,c1(c(n[nH]c1)O)C(OCC)=O,2.0,MFCD00001053,c1(ccc(cc1)I)Cl,,,,5.0,MFCD00011382,K2CO3,,,,Cu coupling,CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,Clc1ccc(I)cc1,CCOC(=O)c1c[nH]nc1O,[Cu]I,c12c3c(ccc1cccn2)cccn3.[Pd](Cl)Cl
313,17__MFCD18418033__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931932,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][n:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062729,CCOC(=O)C(F)c1ccc(cc1)c2cccnc2,17,225.0,37988680.0,,Dioxane,100.0,18.0,0.05,,,MFCD00052271,c1(ccccn1)C(N)=N.Cl,,0.25,MFCD00052271,c1(ccccn1)C(N)=N.Cl,,,2-AmindinoPy.HCl,1.0,MFCD18418033,OB(O)c1ccc(c2cccnc2)cc1,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2cccnc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2cccnc2)cc1,[Cu]I,c1(ccccn1)C(N)=N.Cl
314,17__MFCD00093311__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931931,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][cH:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][cH:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062728,CCOC(=O)C(F)c1ccc(cc1)c2ccccc2,17,225.0,22039361.2,,Dioxane,100.0,18.0,0.05,,,,,,0.25,MFCD09743888,c1cccc(n1)C1=NCCN1,,,Py-Im,1.0,MFCD00093311,c1(c2ccccc2)ccc(cc1)B(O)O,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2ccccc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2ccccc2)cc1,[Cu]I,c1cccc(n1)C1=NCCN1
315,16__PF-01041290__MFCD00001053__,SCRN_132,00119131-2482,RKB-03810254,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][nH:8][cH:7]1)=[O:5].[Cl:12][c:13]1[cH:18][cH:17][c:16](I)[cH:15][cH:14]1>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][n:8]([c:16]2[cH:17][cH:18][c:13]([Cl:12])[cH:14][cH:15]2)[cH:7]1)=[O:5],PF-03148214,CCOC(=O)c1cn(nc1O)c2ccc(Cl)cc2,16,280.0,131408.2734375,74.1840241580109,Dioxane,110.0,18.0,0.25,MFCD00010978,[Cu]I,MFCD00224804,c12c(nc(cc1C(O)=O)c1ccccn1)cccc2,CuI,0.25,MFCD00224804,c12c(nc(cc1C(O)=O)c1ccccn1)cccc2,,,MFCD00224804,1.0,PF-01041290,c1(c(n[nH]c1)O)C(OCC)=O,2.0,MFCD00001053,c1(ccc(cc1)I)Cl,,,,5.0,MFCD00011382,K2CO3,,,,Cu coupling,CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,Clc1ccc(I)cc1,CCOC(=O)c1c[nH]nc1O,[Cu]I,c12c(nc(cc1C(O)=O)c1ccccn1)cccc2
316,16__PF-01041290__MFCD00001053__,SCRN_132,00119131-2482,RKB-03810255,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][nH:8][cH:7]1)=[O:5].[Cl:12][c:13]1[cH:18][cH:17][c:16](I)[cH:15][cH:14]1>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][n:8]([c:16]2[cH:17][cH:18][c:13]([Cl:12])[cH:14][cH:15]2)[cH:7]1)=[O:5],PF-03148214,CCOC(=O)c1cn(nc1O)c2ccc(Cl)cc2,16,280.0,364240.900390625,84.4125856760288,Dioxane,110.0,18.0,0.25,MFCD00010978,[Cu]I,CL-294581,c1(c(ccc(c1)OC)OC)NC(Nc1c(cc(cc1)[N+](=O)[O-])OC)=O,CuI,0.25,CL-294581,c1(c(ccc(c1)OC)OC)NC(Nc1c(cc(cc1)[N+](=O)[O-])OC)=O,,,CL-294581,1.0,PF-01041290,c1(c(n[nH]c1)O)C(OCC)=O,2.0,MFCD00001053,c1(ccc(cc1)I)Cl,,,,5.0,MFCD00011382,K2CO3,,,,Cu coupling,CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,Clc1ccc(I)cc1,CCOC(=O)c1c[nH]nc1O,[Cu]I,c1(c(ccc(c1)OC)OC)NC(Nc1c(cc(cc1)[N+](=O)[O-])OC)=O
317,16__MFCD09991542__MFCD00002920__,SCRN_41,00119131-2587,RKB-03960814,ULLMANN,Metal Mediated,[CH3:1][c:2]1[n:6]([CH3:7])[n:5][c:4](Br)[cH:3]1.[OH:8][CH2:9][CH:10]=[CH2:11]>>[CH3:1][c:2]1[n:6]([CH3:7])[n:5][c:4]([O:8][CH2:9][CH:10]=[CH2:11])[cH:3]1,PF-07080162,Cc1cc(OCC=C)nn1C,16,280.0,54137.20703125,,Allyl alcohol,110.0,18.0,0.25,MFCD00010978,[Cu]I,MFCD00052271,c1(ccccn1)C(N)=N.Cl,CuI,0.25,MFCD00052271,c1(ccccn1)C(N)=N.Cl,,,2-AmindinoPy.HCl,1.0,MFCD09991542,n1(nc(cc1C)Br)C,300.0,MFCD00002920,C(CO)=C,,,,5.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1cc(Br)nn1C,C=CCO,Cc1cc(Br)nn1C,C=CCO,[Cu]I,c1(ccccn1)C(N)=N.Cl
318,16__MFCD00093311__MFCD00042095__,SCRN_166,00119131-2534,RKB-03931933,ULLMANN,Metal Mediated,OB([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][cH:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)O.[CH3:13][CH2:14][O:15][C:16]([CH:18](Br)[F:19])=[O:17]>>[CH3:13][CH2:14][O:15][C:16]([CH:18]([c:1]1[cH:6][cH:5][c:4]([c:7]2[cH:12][cH:11][cH:10][cH:9][cH:8]2)[cH:3][cH:2]1)[F:19])=[O:17],PF-07062728,CCOC(=O)C(F)c1ccc(cc1)c2ccccc2,16,225.0,37341396.2,,Dioxane,100.0,18.0,0.05,,,MFCD02093688,c1(c2ccccn2)nc(ccc1)C,,0.25,MFCD02093688,c1(c2ccccn2)nc(ccc1)C,,,"6Me-2,2'-Bipyridyl",1.0,MFCD00093311,c1(c2ccccc2)ccc(cc1)B(O)O,1.0,MFCD00042095,C(OCC)(C(F)Br)=O,,,,,MFCD00010957,Cs2CO3,,,,Cu coupling,OB(O)c1ccc(-c2ccccc2)cc1,CCOC(=O)C(F)Br,CCOC(=O)C(F)Br,OB(O)c1ccc(-c2ccccc2)cc1,[Cu]I,c1(c2ccccn2)nc(ccc1)C
