,Unnamed: 0,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,react_1_canon,react_2_canon,halide,nuc,catalyst,ligand,Year
202,215,43__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662131,ULLMANN,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:27][cH:26][c:25](I)[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1.[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([OH:34])[CH2:32]1>>[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([O:34][c:25]2[cH:26][cH:27][c:22]([CH:21]3[C:9]([c:6]4[cH:7][cH:8][c:3]([O:2][CH3:1])[cH:4][cH:5]4)=[C:10]([CH3:11])[c:12]([c:19]5[O:20]3)[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]5)[cH:23][cH:24]2)[CH2:32]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,43,310.0,44265324.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00006212,c1(c2ccccn2)ccccn1,CuI,0.25,MFCD00006212,c1(c2ccccn2)ccccn1,,,"2,2'-Bipyridyl",1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,c1(c2ccccn2)ccccn1,2015
203,216,43__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662132,ULLMANN,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:27][cH:26][c:25](I)[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1.[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([OH:34])[CH2:32]1>>[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([O:34][c:25]2[cH:26][cH:27][c:22]([CH:21]3[C:9]([c:6]4[cH:7][cH:8][c:3]([O:2][CH3:1])[cH:4][cH:5]4)=[C:10]([CH3:11])[c:12]([c:19]5[O:20]3)[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]5)[cH:23][cH:24]2)[CH2:32]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,43,310.0,46443760.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00004283,C(CN(C)C)(O)=O,CuI,0.25,MFCD00004283,C(CN(C)C)(O)=O,,,"N,N-Dimethylglycine",1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,C(CN(C)C)(O)=O,2015
204,217,43__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662133,ULLMANN,Metal Mediated,[CH3:1][CH2:2][CH2:3][N:4]1[CH2:8][CH:6]([OH:7])[CH2:5]1.[CH3:9][O:10][c:11]1[cH:16][cH:15][c:14]([C:17]([CH:29]([c:30]2[cH:35][cH:34][c:33](I)[cH:32][cH:31]2)[O:28][c:27]([c:20]34)[cH:26][c:23]([O:24][CH3:25])[cH:22][cH:21]3)=[C:18]4[CH3:19])[cH:13][cH:12]1>>[CH3:1][CH2:2][CH2:3][N:4]1[CH2:8][CH:6]([O:7][c:33]2[cH:34][cH:35][c:30]([CH:29]3[C:17]([c:14]4[cH:15][cH:16][c:11]([O:10][CH3:9])[cH:12][cH:13]4)=[C:18]([CH3:19])[c:20]([c:27]5[O:28]3)[cH:21][cH:22][c:23]([O:24][CH3:25])[cH:26]5)[cH:31][cH:32]2)[CH2:5]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,43,310.0,49538220.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00002846,C(N(C)C)CO,CuI,0.25,MFCD00002846,C(N(C)C)CO,,,2-Dimethylaminoethanol,1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,C(N(C)C)CO,2015
205,218,43__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662134,ULLMANN,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:27][cH:26][c:25](I)[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1.[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([OH:34])[CH2:32]1>>[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([O:34][c:25]2[cH:26][cH:27][c:22]([CH:21]3[C:9]([c:6]4[cH:7][cH:8][c:3]([O:2][CH3:1])[cH:4][cH:5]4)=[C:10]([CH3:11])[c:12]([c:19]5[O:20]3)[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]5)[cH:23][cH:24]2)[CH2:32]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,43,310.0,49513888.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,,,CuI,0.25,MFCD08444886,O=C(O)CNC(=O)c1ccccn1,,,PF-03697730,1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,O=C(O)CNC(=O)c1ccccn1,2015
206,219,43__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662135,ULLMANN,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:27][cH:26][c:25](I)[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1.[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([OH:34])[CH2:32]1>>[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([O:34][c:25]2[cH:26][cH:27][c:22]([CH:21]3[C:9]([c:6]4[cH:7][cH:8][c:3]([O:2][CH3:1])[cH:4][cH:5]4)=[C:10]([CH3:11])[c:12]([c:19]5[O:20]3)[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]5)[cH:23][cH:24]2)[CH2:32]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,43,310.0,48831388.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00006312,c1(ccccn1)N,CuI,0.25,MFCD00006312,c1(ccccn1)N,,,2-aminopyridine,1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,c1(ccccn1)N,2015
207,220,42__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662136,ULLMANN,Metal Mediated,[CH3:1][CH2:2][CH2:3][N:4]1[CH2:8][CH:6]([OH:7])[CH2:5]1.[CH3:9][O:10][c:11]1[cH:16][cH:15][c:14]([C:17]([CH:29]([c:30]2[cH:35][cH:34][c:33](I)[cH:32][cH:31]2)[O:28][c:27]([c:20]34)[cH:26][c:23]([O:24][CH3:25])[cH:22][cH:21]3)=[C:18]4[CH3:19])[cH:13][cH:12]1>>[CH3:1][CH2:2][CH2:3][N:4]1[CH2:8][CH:6]([O:7][c:33]2[cH:34][cH:35][c:30]([CH:29]3[C:17]([c:14]4[cH:15][cH:16][c:11]([O:10][CH3:9])[cH:12][cH:13]4)=[C:18]([CH3:19])[c:20]([c:27]5[O:28]3)[cH:21][cH:22][c:23]([O:24][CH3:25])[cH:26]5)[cH:31][cH:32]2)[CH2:5]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,42,310.0,46514824.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD02093688,c1(c2ccccn2)nc(ccc1)C,CuI,0.25,MFCD02093688,c1(c2ccccn2)nc(ccc1)C,,,MFCD02093688,1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,c1(c2ccccn2)nc(ccc1)C,2015
208,221,41__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662137,ULLMANN,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:27][cH:26][c:25](I)[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1.[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([OH:34])[CH2:32]1>>[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([O:34][c:25]2[cH:26][cH:27][c:22]([CH:21]3[C:9]([c:6]4[cH:7][cH:8][c:3]([O:2][CH3:1])[cH:4][cH:5]4)=[C:10]([CH3:11])[c:12]([c:19]5[O:20]3)[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]5)[cH:23][cH:24]2)[CH2:32]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,41,310.0,44693632.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00005219,c1(C(O)=O)ccc[nH]1,CuI,0.25,MFCD00005219,c1(C(O)=O)ccc[nH]1,,,Pyrrole-2-carboxylic acid,1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,c1(C(O)=O)ccc[nH]1,2015
209,222,41__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662138,ULLMANN,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:27][cH:26][c:25](I)[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1.[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([OH:34])[CH2:32]1>>[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([O:34][c:25]2[cH:26][cH:27][c:22]([CH:21]3[C:9]([c:6]4[cH:7][cH:8][c:3]([O:2][CH3:1])[cH:4][cH:5]4)=[C:10]([CH3:11])[c:12]([c:19]5[O:20]3)[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]5)[cH:23][cH:24]2)[CH2:32]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,41,310.0,45256704.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00004771,c1(CNCCNCc2ccccc2)ccccc1,CuI,0.25,MFCD00004771,c1(CNCCNCc2ccccc2)ccccc1,,,"N,N'-Dibenzylethylenediamine",1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,c1(CNCCNCc2ccccc2)ccccc1,2015
210,223,41__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662139,ULLMANN,Metal Mediated,[CH3:1][CH2:2][CH2:3][N:4]1[CH2:8][CH:6]([OH:7])[CH2:5]1.[CH3:9][O:10][c:11]1[cH:16][cH:15][c:14]([C:17]([CH:29]([c:30]2[cH:35][cH:34][c:33](I)[cH:32][cH:31]2)[O:28][c:27]([c:20]34)[cH:26][c:23]([O:24][CH3:25])[cH:22][cH:21]3)=[C:18]4[CH3:19])[cH:13][cH:12]1>>[CH3:1][CH2:2][CH2:3][N:4]1[CH2:8][CH:6]([O:7][c:33]2[cH:34][cH:35][c:30]([CH:29]3[C:17]([c:14]4[cH:15][cH:16][c:11]([O:10][CH3:9])[cH:12][cH:13]4)=[C:18]([CH3:19])[c:20]([c:27]5[O:28]3)[cH:21][cH:22][c:23]([O:24][CH3:25])[cH:26]5)[cH:31][cH:32]2)[CH2:5]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,41,310.0,44323388.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00233882,c12c3c(ccc1c(ccn2)Cl)c(ccn3)Cl,CuI,0.25,MFCD00233882,c12c3c(ccc1c(ccn2)Cl)c(ccn3)Cl,,,DichloroPhen,1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,c12c3c(ccc1c(ccn2)Cl)c(ccn3)Cl,2015
211,224,41__PF-01041290__MFCD00001053__,SCRN_132,00119131-2482,RKB-03810237,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][nH:8][cH:7]1)=[O:5].[Cl:12][c:13]1[cH:18][cH:17][c:16](I)[cH:15][cH:14]1>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][n:8]([c:16]2[cH:17][cH:18][c:13]([Cl:12])[cH:14][cH:15]2)[cH:7]1)=[O:5],PF-03148214,CCOC(=O)c1cn(nc1O)c2ccc(Cl)cc2,41,280.0,696466.4375,2.13554798898691,DMSO,110.0,18.0,0.25,MFCD00010978,[Cu]I,MFCD00754728,c12c([nH]c([nH]1)=O)cc(cc2)C,CuI,0.25,MFCD00754728,c12c([nH]c([nH]1)=O)cc(cc2)C,,,"5-methyl-1,3-dihydro-benzimidazol-2-one",1.0,PF-01041290,c1(c(n[nH]c1)O)C(OCC)=O,2.0,MFCD00001053,c1(ccc(cc1)I)Cl,,,,5.0,MFCD00011382,K2CO3,,,,Cu coupling,CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,Clc1ccc(I)cc1,CCOC(=O)c1c[nH]nc1O,[Cu]I,c12c([nH]c([nH]1)=O)cc(cc2)C,2016
212,225,40__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662140,ULLMANN,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:27][cH:26][c:25](I)[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1.[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([OH:34])[CH2:32]1>>[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([O:34][c:25]2[cH:26][cH:27][c:22]([CH:21]3[C:9]([c:6]4[cH:7][cH:8][c:3]([O:2][CH3:1])[cH:4][cH:5]4)=[C:10]([CH3:11])[c:12]([c:19]5[O:20]3)[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]5)[cH:23][cH:24]2)[CH2:32]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,40,310.0,43194024.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00134224,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,CuI,0.25,MFCD00134224,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,,,Phen.CuCl2,1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,c12c3c(ccc1cccn2)cccn3.[Cu](Cl)Cl,2015
213,226,40__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662141,ULLMANN,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:27][cH:26][c:25](I)[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1.[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([OH:34])[CH2:32]1>>[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([O:34][c:25]2[cH:26][cH:27][c:22]([CH:21]3[C:9]([c:6]4[cH:7][cH:8][c:3]([O:2][CH3:1])[cH:4][cH:5]4)=[C:10]([CH3:11])[c:12]([c:19]5[O:20]3)[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]5)[cH:23][cH:24]2)[CH2:32]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,40,310.0,44895696.0,,DMAc,100.0,18.0,0.125,MFCD00010978,[Cu]I,MCP-44381,c1(c(cccc1C)C(C)(C)C)NC(C(O)=O)=O,CuI,0.25,MCP-44381,c1(c(cccc1C)C(C)(C)C)NC(C(O)=O)=O,,,DMPAO-tBuMe,1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,c1(c(cccc1C)C(C)(C)C)NC(C(O)=O)=O,2015
214,227,4__PF-06986140__MFCD00005234__,SCRN_192,00119131-2510,RKB-03816355,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][c:4]1[c:10](I)[cH:9][c:8]([C:11]#[N:12])[c:6]([Cl:7])[cH:5]1.[cH:13]1[cH:17][nH:16][n:15][cH:14]1>>[CH3:1][CH2:2][O:3][c:4]1[c:10]([n:16]2[n:15][cH:14][cH:13][cH:17]2)[cH:9][c:8]([C:11]#[N:12])[c:6]([Cl:7])[cH:5]1,PF-06938165,CCOc1cc(Cl)c(cc1n2cccn2)C#N,4,280.0,814816.2,,Dioxane,110.0,18.0,0.25,MFCD00010978,[Cu]I,MFCD00064318,C([C@@H]1CCCN1)(O)=O,CuI,0.125,MFCD00064318,C([C@@H]1CCCN1)(O)=O,,,L-Proline,1.0,PF-06986140,c1c(c(cc(c1Cl)C#N)I)OCC,3.0,MFCD00005234,c1cn[nH]c1,,,,,MFCD00011382,K2CO3,,,,Cu coupling,CCOc1cc(Cl)c(C#N)cc1I,c1cn[nH]c1,CCOc1cc(Cl)c(C#N)cc1I,c1cn[nH]c1,[Cu]I,C([C@@H]1CCCN1)(O)=O,2016
215,228,4__PF-06857050__MFCD18308893__,SCRN_73,00119131-2068,RKB-03662064,ULLMANN,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:27][cH:26][c:25](I)[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1.[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([OH:34])[CH2:32]1>>[CH3:28][CH2:29][CH2:30][N:31]1[CH2:35][CH:33]([O:34][c:25]2[cH:26][cH:27][c:22]([CH:21]3[C:9]([c:6]4[cH:7][cH:8][c:3]([O:2][CH3:1])[cH:4][cH:5]4)=[C:10]([CH3:11])[c:12]([c:19]5[O:20]3)[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]5)[cH:23][cH:24]2)[CH2:32]1,PF-06881284,CCCN1CC(C1)Oc2ccc(cc2)C3Oc4cc(OC)ccc4C(=C3c5ccc(OC)cc5)C,4,310.0,20345422.0,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00005219,c1(C(O)=O)ccc[nH]1,CuI,0.25,MFCD00005219,c1(C(O)=O)ccc[nH]1,,,Pyrrole-2-carboxylic acid,1.0,PF-06857050,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)I)c1ccc(cc1)OC)C)OC,,MFCD18308893,CCCN1CC(O)C1,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(I)cc2)cc1,CCCN1CC(O)C1,[Cu]I,c1(C(O)=O)ccc[nH]1,2015
216,229,4__PF-01041290__MFCD00001053__,SCRN_132,00119131-2482,RKB-03810285,ULLMANN,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][nH:8][cH:7]1)=[O:5].[Cl:12][c:13]1[cH:18][cH:17][c:16](I)[cH:15][cH:14]1>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[c:10]([OH:11])[n:9][n:8]([c:16]2[cH:17][cH:18][c:13]([Cl:12])[cH:14][cH:15]2)[cH:7]1)=[O:5],PF-03148214,CCOC(=O)c1cn(nc1O)c2ccc(Cl)cc2,4,280.0,149175.095703125,58.8951657833825,Dioxane,110.0,18.0,0.25,MFCD00010978,[Cu]I,MFCD00011565,N1([C@H](C(O)=O)CCC1)C,CuI,0.25,MFCD00011565,N1([C@H](C(O)=O)CCC1)C,,,N-Methyl-L-proline,1.0,PF-01041290,c1(c(n[nH]c1)O)C(OCC)=O,2.0,MFCD00001053,c1(ccc(cc1)I)Cl,,,,5.0,MFCD00011382,K2CO3,,,,Cu coupling,CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,Clc1ccc(I)cc1,CCOC(=O)c1c[nH]nc1O,[Cu]I,N1([C@H](C(O)=O)CCC1)C,2016
